TARS_ROV_NEV	TARS_HOSZ_NEV	CÍM_EGYBEN	TARS_TIPUS_MEGNEV	TARS_TIPUS_KOD	ADOSZAM	GAZD_FORM	GAZD_FORM_KOD	CEG_ALL	CEG_ALL_KOD	NEMGAZD_AG_MEGNEV	NEMGAZD_AG_KOD	NEMGAZD_AGAZAT_MEGNEV	NEMGAZD_AGAZAT_KOD	NEMGAZD_SZAKAGAZAT_MEGNEV	NEMGAZD_SZAKAGAZAT_KOD	JEGYZ_TOKE_ERT_HUF	ORSZAG	ORSZAG_KOD	REGIO	REGIO_KOD	MEGYE	MEGYE_KOD	TELEPULES	TELEPULES_KOD	ASZ_EVE
NECTAR TRADE HOUSE KFT.	NECTAR TRADE HOUSE KERESKEDELMI ÉS SZOLGÁLTATÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	7039 Németkér Hunyadi utca 10.	Gazdasági Társaság	1	24316457-2-17	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Kereskedelem\, gépjármûjavítás	G	Nagykereskedelem (kivéve: jármû\, motorkerékpár)	46	Mezõgazdasági termék ügynöki nagykereskedelme	4611	600000	Magyarország	HU	Dél-Dunántúl régió	2	Tolna	17	Németkér	1335	2016
NASZÁLY-GALGA NONPROFIT KIEMELKEDÕEN KÖZHASZNÚ KFT.	NASZÁLY-GALGA SZAKKÉPZÉS SZERVEZÉSI TÁRSASÁG NONPROFIT KIMELKEDÕEN KÖZHASZNÚ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	2600 Vác Naszály út 31.	Gazdasági Társaság	1	22183488-2-13	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Oktatás	P	Oktatás	85	Szakmai középfokú oktatás	8532	0	Magyarország	HU	Közép-Magyarország régió	6	Pest	13	Vác	2308	2010
CS & J BAU KFT.	CS & J BAU KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1224 Budapest XXII\, Barackos út 4.	Gazdasági Társaság	1	14690790-2-43	Korlátolt Felelõsségû Társaság	8	Végelszámolás alatt	5	Ingatlanügyletek	L	INGATLANÜGYLETEK	68	Saját tulajdonú ingatlan adásvétele	6810	500000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2013
POLGÁRI KÉZILÕFEGYVER ÉS LÕSZERVIZSGÁLÓ KFT.	POLGÁRI KÉZILÕFEGYVER ÉS LÕSZERVIZSGÁLÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1031 Budapest Gyöngysor utca 6.	Gazdasági Társaság	1	12217296-2-41	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Szakmai\, tudományos\, mûszaki tevékenység	M	"Mérnöki és építészmérnöki tevékenység; mûszaki vizsgálat\, elemzés"	71	Mûszaki vizsgálat\, elemzés	7120	13000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2014
BAY ZOLTÁN KÖZHASZNÚ NONPROFIT KFT.	BAY ZOLTÁN ALKALMAZOTT KUTATÁSI KÖZHASZNÚ NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1116 Budapest Fehérvári út 130.	Gazdasági Társaság	1	23497980-2-43	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Szakmai\, tudományos\, mûszaki tevékenység	M	Tudományos kutatás\, fejlesztés	72	Egyéb természettudományi\, mûszaki kutatás\, fejlesztés	7219	500000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2011
PÉCSI TUDÁSKÖZPONT KFT.	PÉCSI TUDÁSKÖZPONT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	7622 Pécs Universitas utca 2/A.	Gazdasági Társaság	1	22781622-2-02	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Ingatlanügyletek	L	INGATLANÜGYLETEK	68	Saját tulajdonú\, bérelt ingatlan bérbeadása\, üzemeltetése	6820	20000000	Magyarország	HU	Dél-Dunántúl régió	2	Baranya	2	Pécs	1771	2013
VITUKI NONPROFIT KFT.	VITUKI KÖRNYEZETVÉDELMI ÉS VÍZGAZDÁLKODÁSI KUTATÓ INTÉZET NONPROFIT KÖZHASZNÚ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1095 Budapest IX\, Kvassay Jenõ út 1.	Gazdasági Társaság	1	21961649-2-43	Nonprofit Korlátolt Felelõsségû Társaság	12	Felszámolás alatt	1	Szakmai\, tudományos\, mûszaki tevékenység	M	Tudományos kutatás\, fejlesztés	72	Egyéb természettudományi\, mûszaki kutatás\, fejlesztés	7219	705220000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2017
HORTOBÁGYI HALGAZDASÁG ZRT.	HORTOBÁGYI HALGAZDASÁG ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	4071 Hortobágy Czinege János utca 1.	Gazdasági Társaság	1	11153250-2-09	Részvénytársaság	15	Mûködõ	4	Mezõgazdaság\, erdõgazdálkodás\, halászat	A	Halászat\, halgazdálkodás	3	Édesvízi halászat	312	816230000	Magyarország	HU	Észak-Alföld régió	3	Hajdú-Bihar	9	Hortobágy	264	2015
CS & J BAU KFT.	CS & J BAU KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1224 Budapest XXII\, Barackos út 4.	Gazdasági Társaság	1	14690790-2-43	Korlátolt Felelõsségû Társaság	8	Végelszámolás alatt	5	Ingatlanügyletek	L	INGATLANÜGYLETEK	68	Saját tulajdonú ingatlan adásvétele	6810	500000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2012
DOMBÓ-COOP ZRT.	DOMBÓ-COOP KERESKEDELMI ÉS SZOLGÁLTATÓ ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	7200 Dombóvár Hunyadi tér 7.	Gazdasági Társaság	1	12642416-2-17	Részvénytársaság	15	Mûködõ	4	Kereskedelem\, gépjármûjavítás	G	Kiskereskedelem (kivéve: gépjármû\, motorkerékpár)	47	Élelmiszer jellegû bolti vegyes kiskereskedelem	4711	200000000	Magyarország	HU	Dél-Dunántúl régió	2	Tolna	17	Dombóvár	615	2017
SIMPLE STEP KFT.	SIMPLE STEP KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	3531 Miskolc  Báthori István  utca 40.\, II.\\2.ajtó	Gazdasági Társaság	1	23755873-2-05	Korlátolt Felelõsségû Társaság	8	Felszámolás alatt	1	Kereskedelem\, gépjármûjavítás	G	Kiskereskedelem (kivéve: gépjármû\, motorkerékpár)	47	Lábbeli-\, bõráru-kiskereskedelem	4772	3000000	Magyarország	HU	Észak-Magyarország régió	4	Borsod-Abaúj-Zemplén	5	Miskolc	2851	2016
JÁSZKARAJENÕI MEZÕGAZDASÁGI ZRT.	JÁSZKARAJENÕI MEZÕGAZDASÁGI TERMELÕ ÉS SZOLGÁLTATÓ ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	2746 Jászkarajenõ Árpád utca 8.	Gazdasági Társaság	1	11871736-2-13	Részvénytársaság	15	Mûködõ	4	Mezõgazdaság\, erdõgazdálkodás\, halászat	A	Növénytermesztés\, állattenyésztés\, vadgazdálkodás és kapcsolódó szolgáltatások	1	Gabonaféle (kivéve: rizs)\, hüvelyes növény\, olajos mag termesztése	111	224940000	Magyarország	HU	Közép-Magyarország régió	6	Pest	13	Jászkarajenõ	944	2016
DPMTISZK NONPROFIT KIEMELKEDÕEN KÖZHASZNÚ KFT.	DPMTISZK DÉL-PEST MEGYEI TÉRSÉGI INTEGRÁLT SZAKKÉPZÕ KÖZPONT NONPROFIT KÖZHASZNÚ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	2700 Cegléd Malom tér 3.	Gazdasági Társaság	1	22192314-2-43	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Oktatás	P	Oktatás	85	Szakmai középfokú oktatás	8532	0	Magyarország	HU	Közép-Magyarország régió	6	Pest	13	Cegléd	977	2010
HORTOBÁGYI HALGAZDASÁG ZRT.	HORTOBÁGYI HALGAZDASÁG ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	4071 Hortobágy Czinege János utca 1.	Gazdasági Társaság	1	11153250-2-09	Részvénytársaság	15	Mûködõ	4	Mezõgazdaság\, erdõgazdálkodás\, halászat	A	Halászat\, halgazdálkodás	3	Édesvízi halászat	312	816230000	Magyarország	HU	Észak-Alföld régió	3	Hajdú-Bihar	9	Hortobágy	264	2016
ZR SYSTEMS KFT.	ZR SYSTEMS KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1188 Budapest XVIII\, Péteri  út 10/B.	Gazdasági Társaság	1	14711923-2-43	Korlátolt Felelõsségû Társaság	8	Felszámolás alatt	1	Építõipar	F	Speciális szaképítés	43	Egyéb épületgépészeti szerelés	4329	500000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2011
PÉCSI TUDÁSKÖZPONT KFT.	PÉCSI TUDÁSKÖZPONT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	7622 Pécs Universitas utca 2/A.	Gazdasági Társaság	1	22781622-2-02	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Ingatlanügyletek	L	INGATLANÜGYLETEK	68	Saját tulajdonú\, bérelt ingatlan bérbeadása\, üzemeltetése	6820	20000000	Magyarország	HU	Dél-Dunántúl régió	2	Baranya	2	Pécs	1771	2014
BAY ZOLTÁN KÖZHASZNÚ NONPROFIT KFT.	BAY ZOLTÁN ALKALMAZOTT KUTATÁSI KÖZHASZNÚ NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1116 Budapest Fehérvári út 130.	Gazdasági Társaság	1	23497980-2-43	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Szakmai\, tudományos\, mûszaki tevékenység	M	Tudományos kutatás\, fejlesztés	72	Egyéb természettudományi\, mûszaki kutatás\, fejlesztés	7219	30000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2016
POLGÁRI KÉZILÕFEGYVER ÉS LÕSZERVIZSGÁLÓ KFT.	POLGÁRI KÉZILÕFEGYVER ÉS LÕSZERVIZSGÁLÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1031 Budapest Gyöngysor utca 6.	Gazdasági Társaság	1	12217296-2-41	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Szakmai\, tudományos\, mûszaki tevékenység	M	"Mérnöki és építészmérnöki tevékenység; mûszaki vizsgálat\, elemzés"	71	Mûszaki vizsgálat\, elemzés	7120	13000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2017
HORTOBÁGYI HALGAZDASÁG ZRT.	HORTOBÁGYI HALGAZDASÁG ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	4071 Hortobágy Czinege János utca 1.	Gazdasági Társaság	1	11153250-2-09	Részvénytársaság	15	Mûködõ	4	Mezõgazdaság\, erdõgazdálkodás\, halászat	A	Halászat\, halgazdálkodás	3	Édesvízi halászat	312	816130000	Magyarország	HU	Észak-Alföld régió	3	Hajdú-Bihar	9	Hortobágy	264	2014
HM TÉRKÉPÉSZETI KÖZHASZNÚ NONPROFIT KFT.	HM TÉRKÉPÉSZETI KÖZHASZNÚ NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1024 Budapest II\, Szilágyi Erzsébet fasor 7-9.	Gazdasági Társaság	1	20972127-2-51	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Információ\, kommunikáció	J	Kiadói tevékenység	58	Könyvkiadás	5811	249600000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2011
VITUKI NONPROFIT KFT.	VITUKI KÖRNYEZETVÉDELMI ÉS VÍZGAZDÁLKODÁSI KUTATÓ INTÉZET NONPROFIT KÖZHASZNÚ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1095 Budapest IX\, Kvassay Jenõ út 1.	Gazdasági Társaság	1	21961649-2-43	Nonprofit Korlátolt Felelõsségû Társaság	12	Végelszámolás alatt	5	Szakmai\, tudományos\, mûszaki tevékenység	M	Tudományos kutatás\, fejlesztés	72	Egyéb természettudományi\, mûszaki kutatás\, fejlesztés	7219	705220000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2016
KLIMA ZRT.	KLIMA IPARIHÛTÕ- ÉS LÉGTECHNIKA ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	2220 Vecsés\, Dózsa Gy. u. 86.	Gazdasági Társaság	1	10779442-2-13	Részvénytársaság	15	Mûködõ	4	Feldolgozóipar	C	Gép\, gépi berendezés gyártása	28	Nem háztartási hûtõ\, légállapot-szabályozó gyártása	2825	5398140	Magyarország	HU	Közép-Magyarország régió	6	Pest	13	Vecsés	2494	2011
NEMZETI ÜZLETI SZOLGÁLTATÓ ZRT.	NEMZETI ÜZLETI SZOLGÁLTATÓ ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	7030 Paks Gagarin utca 1.	Gazdasági Társaság	1	13649595-2-17	Részvénytársaság	15	Mûködõ	4	Szakmai\, tudományos\, mûszaki tevékenység	M	Jogi\, számviteli\, adószakértõi tevékenység	69	Számviteli\, könyvvizsgálói\, adószakértõi tevékenység	6920	339000000	Magyarország	HU	Dél-Dunántúl régió	2	Tolna	17	Paks	339	2017
DORI-BOX KFT.	DORI-BOX KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	3529 Miskolc Szilvás utca 19.\, fszt.\\1.ajtó	Gazdasági Társaság	1	11908957-2-05	Korlátolt Felelõsségû Társaság	8	Kényszertörlés alatt	2	Feldolgozóipar	C	Ipari gép\, berendezés\, eszköz javítása\, üzembe helyezése	33	Ipari gép\, berendezés üzembe helyezése	3320	3000000	Magyarország	HU	Észak-Magyarország régió	4	Borsod-Abaúj-Zemplén	5	Miskolc	2851	2017
DPMTISZK NONPROFIT KIEMELKEDÕEN KÖZHASZNÚ KFT.	DPMTISZK DÉL-PEST MEGYEI TÉRSÉGI INTEGRÁLT SZAKKÉPZÕ KÖZPONT NONPROFIT KÖZHASZNÚ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	2700 Cegléd Malom tér 3.	Gazdasági Társaság	1	22192314-2-43	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Oktatás	P	Oktatás	85	Szakmai középfokú oktatás	8532	3000000	Magyarország	HU	Közép-Magyarország régió	6	Pest	13	Cegléd	977	2011
HORTOBÁGYI HALGAZDASÁG ZRT.	HORTOBÁGYI HALGAZDASÁG ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	4071 Hortobágy Czinege János utca 1.	Gazdasági Társaság	1	11153250-2-09	Részvénytársaság	15	Mûködõ	4	Mezõgazdaság\, erdõgazdálkodás\, halászat	A	Halászat\, halgazdálkodás	3	Édesvízi halászat	312	816130000	Magyarország	HU	Észak-Alföld régió	3	Hajdú-Bihar	9	Hortobágy	264	2010
HM TÉRKÉPÉSZETI NONPROFIT KÖZHASZNÚ KFT.	HM TÉRKÉPÉSZETI NONPROFIT KÖZHASZNÚ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1024 Budapest\, Szilágyi Erzsébet fasor 7-9.	Gazdasági Társaság	1	20972127-2-51	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Információ\, kommunikáció	J	Kiadói tevékenység	58	Könyvkiadás	5811	249600000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2010
PÉCSI TUDÁSKÖZPONT KFT.	PÉCSI TUDÁSKÖZPONT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	7622 Pécs Universitas utca 2/A.	Gazdasági Társaság	1	22781622-2-02	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Ingatlanügyletek	L	INGATLANÜGYLETEK	68	Saját tulajdonú\, bérelt ingatlan bérbeadása\, üzemeltetése	6820	20000000	Magyarország	HU	Dél-Dunántúl régió	2	Baranya	2	Pécs	1771	2012
MAGYAR DUTY-FREE KFT.	MAGYAR DUTY-FREE KERESKEDELMI KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1185 Budapest BUD Nemzetközi Repülõtér	Gazdasági Társaság	1	12360480-2-44	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Kereskedelem\, gépjármûjavítás	G	Kiskereskedelem (kivéve: gépjármû\, motorkerékpár)	47	Ital-kiskereskedelem	4725	149337725	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2013
HORTOBÁGYI HALGAZDASÁG ZRT.	HORTOBÁGYI HALGAZDASÁG ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	4071 Hortobágy Czinege János utca 1.	Gazdasági Társaság	1	11153250-2-09	Részvénytársaság	15	Mûködõ	4	Mezõgazdaság\, erdõgazdálkodás\, halászat	A	Halászat\, halgazdálkodás	3	Édesvízi halászat	312	816130000	Magyarország	HU	Észak-Alföld régió	3	Hajdú-Bihar	9	Hortobágy	264	2011
BAY ZOLTÁN KÖZHASZNÚ NONPROFIT KFT.	BAY ZOLTÁN ALKALMAZOTT KUTATÁSI KÖZHASZNÚ NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1116 Budapest Fehérvári út 130.	Gazdasági Társaság	1	23497980-2-43	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Szakmai\, tudományos\, mûszaki tevékenység	M	Tudományos kutatás\, fejlesztés	72	Egyéb természettudományi\, mûszaki kutatás\, fejlesztés	7219	30000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2014
M & G TEAM KFT.	M & G TEAM SZÉPSÉGÁPOLÁSI KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1157 Budapest Nyírpalota  utca 51.\, fszt..	Gazdasági Társaság	1	14817342-2-42	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Egyéb szolgáltatás	S	Egyéb személyi szolgáltatás	96	Fodrászat\, szépségápolás	9602	500000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2015
KLIMA ZRT.	KLIMA IPARIHÛTÕ- ÉS LÉGTECHNIKA ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	2220 Vecsés\, Dózsa Gy. u. 86.	Gazdasági Társaság	1	10779442-2-13	Részvénytársaság	15	Mûködõ	4	Feldolgozóipar	C	Gép\, gépi berendezés gyártása	28	Nem háztartási hûtõ\, légállapot-szabályozó gyártása	2825	5398140	Magyarország	HU	Közép-Magyarország régió	6	Pest	13	Vecsés	2494	2012
NEMZETI ÜZLETI SZOLGÁLTATÓ ZRT.	NEMZETI ÜZLETI SZOLGÁLTATÓ ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	7030 Paks Gagarin utca 1.	Gazdasági Társaság	1	13649595-2-17	Részvénytársaság	15	Mûködõ	4	Szakmai\, tudományos\, mûszaki tevékenység	M	Jogi\, számviteli\, adószakértõi tevékenység	69	Számviteli\, könyvvizsgálói\, adószakértõi tevékenység	6920	339000000	Magyarország	HU	Dél-Dunántúl régió	2	Tolna	17	Paks	339	2016
DPMTISZK NONPROFIT KIEMELKEDÕEN KÖZHASZNÚ KFT.	DPMTISZK DÉL-PEST MEGYEI TÉRSÉGI INTEGRÁLT SZAKKÉPZÕ KÖZPONT NONPROFIT KÖZHASZNÚ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	2700 Cegléd Malom tér 3.	Gazdasági Társaság	1	22192314-2-43	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Oktatás	P	Oktatás	85	Szakmai középfokú oktatás	8532	3000000	Magyarország	HU	Közép-Magyarország régió	6	Pest	13	Cegléd	977	2012
TOKAJ BORVIDÉK NONPROFIT KFT.	TOKAJ BORVIDÉK SZÕLÉSZETI ÉS BORÁSZATI KUTATÓINTÉZET NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	3915 Tarcal Könyves Kálmán utca 54.	Gazdasági Társaság	1	25110962-1-05	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Szakmai\, tudományos\, mûszaki tevékenység	M	Tudományos kutatás\, fejlesztés	72	Egyéb természettudományi\, mûszaki kutatás\, fejlesztés	7219	3000000	Magyarország	HU	Észak-Magyarország régió	4	Borsod-Abaúj-Zemplén	5	Tarcal	1997	2015
PUSSTAFISH RT.	PUSSTAFISH MEZÕGAZDASÁGI\, TERMELÉSI ÉS KERESKEDELMI RÉSZVÉNYTÁRSASÁG	4071 Hortobágy\, Czinege u. 1.	Gazdasági Társaság	1	12515075-2-09	Részvénytársaság	15	Felszámolás alatt	1	Mezõgazdaság\, erdõgazdálkodás\, halászat	A	Halászat\, halgazdálkodás	3	Tengerihal-gazdálkodás	321	20000000	Magyarország	HU	Észak-Alföld régió	3	Hajdú-Bihar	9	Hortobágy	264	2012
M.S.M. CASH KFT.	M.S.M. CASH SZOLGÁLTATÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	7623 Pécs Móré Fülöp utca 1.\\A. lház.\, fszt.\\2.ajtó	Gazdasági Társaság	1	23331378-2-02	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Pénzügyi\, biztosítási tevékenység	K	Egyéb pénzügyi tevékenység	66	Biztosítási ügynöki\, brókeri tevékenység	6622	500000	Magyarország	HU	Dél-Dunántúl régió	2	Baranya	2	Pécs	1771	2014
VITUKI NONPROFIT KFT.	VITUKI KÖRNYEZETVÉDELMI ÉS VÍZGAZDÁLKODÁSI KUTATÓ INTÉZET NONPROFIT KÖZHASZNÚ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1095 Budapest IX\, Kvassay Jenõ út 1.	Gazdasági Társaság	1	21961649-2-43	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Szakmai\, tudományos\, mûszaki tevékenység	M	Tudományos kutatás\, fejlesztés	72	Egyéb természettudományi\, mûszaki kutatás\, fejlesztés	7219	705220000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2011
DESIGN TERMINÁL NONPROFIT KFT.	DESIGN TERMINÁL FORMATERVEZÉSI TÁJÉKOZTATÓ ÉS SZOLGÁLTATÓ KÖZHASZNÚ NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1054 Budapest\, Garibaldi u. 2.	Gazdasági Társaság	1	21931082-2-04	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Szakmai\, tudományos\, mûszaki tevékenység	M	Egyéb szakmai\, tudományos\, mûszaki tevékenység	74	M.n.s. egyéb szakmai\, tudományos\, mûszaki tevékenység	7490	3000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2010
MAGYAR DUTY-FREE KFT.	MAGYAR DUTY-FREE KERESKEDELMI KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1185 Budapest BUD Nemzetközi Repülõtér	Gazdasági Társaság	1	12360480-2-44	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Kereskedelem\, gépjármûjavítás	G	Kiskereskedelem (kivéve: gépjármû\, motorkerékpár)	47	Ital-kiskereskedelem	4725	149337725	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2016
PUSSTAFISH RT.	PUSSTAFISH MEZÕGAZDASÁGI\, TERMELÉSI ÉS KERESKEDELMI RÉSZVÉNYTÁRSASÁG	4071 Hortobágy\, Czinege u. 1.	Gazdasági Társaság	1	12515075-2-09	Részvénytársaság	15	Felszámolás alatt	1	Mezõgazdaság\, erdõgazdálkodás\, halászat	A	Halászat\, halgazdálkodás	3	Tengerihal-gazdálkodás	321	20000000	Magyarország	HU	Észak-Alföld régió	3	Hajdú-Bihar	9	Hortobágy	264	2011
KLIMA ZRT.	KLIMA IPARIHÛTÕ- ÉS LÉGTECHNIKA ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	2220 Vecsés\, Dózsa Gy. u. 86.	Gazdasági Társaság	1	10779442-2-13	Részvénytársaság	15	Mûködõ	4	Feldolgozóipar	C	Gép\, gépi berendezés gyártása	28	Nem háztartási hûtõ\, légállapot-szabályozó gyártása	2825	5398140	Magyarország	HU	Közép-Magyarország régió	6	Pest	13	Vecsés	2494	2010
OHÜ NONPROFIT KFT.	OHÜ ORSZÁGOS HULLADÉKGAZDÁLKODÁSI ÜGYNÖKSÉG NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1055 Budapest V\, Kossuth tér 11.	Gazdasági Társaság	1	23502541-1-41	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Szakmai\, tudományos\, mûszaki tevékenység	M	Üzletvezetési\, vezetõi tanácsadás	70	Üzletviteli\, egyéb vezetési tanácsadás	7022	500000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2011
PAKS II. ZRT.	PAKS II. ATOMERÕMÛ ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	7030 Paks\, Gagarin u. 1. 302/B.	Gazdasági Társaság	1	24086954-2-17	Zártkörûen Mûködõ Részvénytársaság	21	Mûködõ	4	Építõipar	F	Egyéb építmény építése	42	Elektromos\, híradás-technikai célú közmû építése	4222	47101000000	Magyarország	HU	Dél-Dunántúl régió	2	Tolna	17	Paks	339	2017
DPMTISZK NONPROFIT KIEMELKEDÕEN KÖZHASZNÚ KFT.	DPMTISZK DÉL-PEST MEGYEI TÉRSÉGI INTEGRÁLT SZAKKÉPZÕ KÖZPONT NONPROFIT KÖZHASZNÚ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	2700 Cegléd Malom tér 3.	Gazdasági Társaság	1	22192314-2-43	Nonprofit Korlátolt Felelõsségû Társaság	12	Végelszámolás alatt	5	Oktatás	P	Oktatás	85	Szakmai középfokú oktatás	8532	3000000	Magyarország	HU	Közép-Magyarország régió	6	Pest	13	Cegléd	977	2014
CONCRETE ART KFT.	CONCRETE ART GYÁRTÓ ÉS FORGALMAZÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	3900 Szerencs Gárdonyi utca 2.	Gazdasági Társaság	1	23709528-2-05	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Feldolgozóipar	C	Bútorgyártás	31	Egyéb bútor gyártása	3109	3000000	Magyarország	HU	Észak-Magyarország régió	4	Borsod-Abaúj-Zemplén	5	Szerencs	2878	2017
MNF NONPROFIT KFT.	MNF MAGYAR NEMZETI FILHARMONIKUS ZENEKAR\, ÉNEKKAR ÉS KOTTATÁR NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1095 Budapest Komor Marcell utca 1.	Gazdasági Társaság	1	21186323-2-43	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Mûvészet\, szórakoztatás\, szabadidõ	R	Alkotó-\, mûvészeti-\, szórakoztató tevékenység	90	Elõadó-mûvészet	9001	10000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2014
